,frame,h11,h12,h13,h21,h22,h23,h31,h32,h33
0,90,1.612659814872997,0.03950775316659956,-1157.1688308941389,0.1545690339052187,1.3878670701253395,-269.7697165913262,0.0003600538913143395,2.1921202209640568e-05,0.9130444182855291
1,180,1.4946110152372027,0.033927373566408695,-875.4028395202828,0.11381723736010155,1.3069922586307798,-197.5592181884091,0.0002721918582968758,1.8463970374481187e-05,0.9646525382103317
2,270,1.3811346839517633,0.027797978494155537,-627.5726541933826,0.08259982228046141,1.2363889512936923,-131.26895690649678,0.00019493914566821104,1.36863052606054e-05,1.0
3,450,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,630,0.730939086366811,-0.04464411434475855,450.43176292375915,-0.039240102278078004,0.8842018423727569,57.2139311492194,-0.0001383511535091989,-8.715378962029245e-06,1.0
5,810,0.4418144055549601,-0.079371154556558,811.9299702056361,-0.07700485796255582,0.7756002719615593,107.30209284469957,-0.00025360317776959557,-5.296876403930979e-06,0.9286432086102534
