1.753642797470092773e+00 4.669996351003646851e-02 -1.483381103515625000e+03 2.093566507101058960e-01 1.491765975952148438e+00 -3.491483154296875000e+02 4.667289613280445337e-04 2.194255648646503687e-05 8.519313931465148926e-01
1.752118825912475586e+00 4.992523044347763062e-02 -1.483555908203125000e+03 2.075574696063995361e-01 1.491396903991699219e+00 -3.485595703125000000e+02 4.658345424104481936e-04 2.004461930482648313e-05 8.518994450569152832e-01
1.754171848297119141e+00 4.562103748321533203e-02 -1.485835327148437500e+03 2.068993151187896729e-01 1.492860794067382812e+00 -3.498839416503906250e+02 4.657979879993945360e-04 2.386094092798884958e-05 8.513719439506530762e-01
1.756177663803100586e+00 4.779065400362014771e-02 -1.489811889648437500e+03 2.076010853052139282e-01 1.496452212333679199e+00 -3.520071105957031250e+02 4.671068454626947641e-04 2.549977762100752443e-05 8.504540324211120605e-01
1.754793286323547363e+00 4.443265497684478760e-02 -1.489163818359375000e+03 2.078648507595062256e-01 1.493901491165161133e+00 -3.529591979980468750e+02 4.659350379370152950e-04 2.465213401592336595e-05 8.505875468254089355e-01
1.757491230964660645e+00 4.394876584410667419e-02 -1.493245727539062500e+03 2.095522582530975342e-01 1.496345043182373047e+00 -3.566840209960937500e+02 4.679846460931003094e-04 2.473097083566244692e-05 8.496261835098266602e-01
1.759652853012084961e+00 4.550355672836303711e-02 -1.496520263671875000e+03 2.105800062417984009e-01 1.499854683876037598e+00 -3.593409118652343750e+02 4.695309908129274845e-04 2.583968125691171736e-05 8.488590717315673828e-01
1.761254429817199707e+00 4.873104393482208252e-02 -1.499027221679687500e+03 2.104945629835128784e-01 1.502236247062683105e+00 -3.590403442382812500e+02 4.708098131231963634e-04 2.715703158173710108e-05 8.483006954193115234e-01
1.759085655212402344e+00 4.808778688311576843e-02 -1.496487426757812500e+03 2.098162770271301270e-01 1.498672008514404297e+00 -3.588005981445312500e+02 4.693901282735168934e-04 2.484638935129623860e-05 8.488731384277343750e-01
1.759803652763366699e+00 4.458852484822273254e-02 -1.497419189453125000e+03 2.095043808221817017e-01 1.498404502868652344e+00 -3.600588378906250000e+02 4.695142852142453194e-04 2.551575198594946414e-05 8.486486673355102539e-01
1.761593103408813477e+00 4.673883691430091858e-02 -1.501299804687500000e+03 2.096695303916931152e-01 1.501977086067199707e+00 -3.619187927246093750e+02 4.706393519882112741e-04 2.712542482186108828e-05 8.477554917335510254e-01
1.761686325073242188e+00 4.870279505848884583e-02 -1.502551513671875000e+03 2.097477763891220093e-01 1.502049803733825684e+00 -3.620168457031250000e+02 4.710286739282310009e-04 2.638124351506121457e-05 8.474736213684082031e-01
1.762920856475830078e+00 4.726034402847290039e-02 -1.503964599609375000e+03 2.090100497007369995e-01 1.500299334526062012e+00 -3.612755432128906250e+02 4.719519929494708776e-04 2.541995854699052870e-05 8.471659421920776367e-01
1.765496253967285156e+00 5.434262007474899292e-02 -1.507899047851562500e+03 2.077888101339340210e-01 1.505646228790283203e+00 -3.616321716308593750e+02 4.730789514724165201e-04 2.980199133162386715e-05 8.462793231010437012e-01
1.760940313339233398e+00 5.482295155525207520e-02 -1.501345703125000000e+03 2.044807225465774536e-01 1.502087354660034180e+00 -3.567667236328125000e+02 4.693526134360581636e-04 3.202780499123036861e-05 8.478090167045593262e-01
1.756956696510314941e+00 5.759291723370552063e-02 -1.494299438476562500e+03 2.020577788352966309e-01 1.498746275901794434e+00 -3.551924743652343750e+02 4.666813474614173174e-04 2.964065606647636741e-05 8.494083881378173828e-01
1.755157113075256348e+00 5.941959097981452942e-02 -1.487807373046875000e+03 2.007167488336563110e-01 1.498626828193664551e+00 -3.534697875976562500e+02 4.646693123504519463e-04 3.174531229888089001e-05 8.508853912353515625e-01
1.756111979484558105e+00 5.479575693607330322e-02 -1.482954711914062500e+03 2.012971043586730957e-01 1.496314167976379395e+00 -3.541217651367187500e+02 4.656000819522887468e-04 2.782675801427103579e-05 8.519653677940368652e-01
1.752417564392089844e+00 5.650453642010688782e-02 -1.478291137695312500e+03 1.989945173263549805e-01 1.496102213859558105e+00 -3.526808471679687500e+02 4.621762491296976805e-04 3.097742956015281379e-05 8.530288934707641602e-01
1.751648545265197754e+00 5.824915319681167603e-02 -1.476270019531250000e+03 1.977522075176239014e-01 1.496545195579528809e+00 -3.517752685546875000e+02 4.614735371433198452e-04 3.167798058711923659e-05 8.534932732582092285e-01
1.748695492744445801e+00 5.905613303184509277e-02 -1.471667236328125000e+03 1.964495331048965454e-01 1.493210911750793457e+00 -3.498681030273437500e+02 4.590036696754395962e-04 3.197555270162411034e-05 8.545489311218261719e-01
1.747681856155395508e+00 5.898845940828323364e-02 -1.467238769531250000e+03 1.962325274944305420e-01 1.493587374687194824e+00 -3.506489257812500000e+02 4.578655352815985680e-04 3.280785313108935952e-05 8.555322289466857910e-01
1.742884397506713867e+00 5.617632344365119934e-02 -1.460877319335937500e+03 1.950665116310119629e-01 1.488655567169189453e+00 -3.492304687500000000e+02 4.539932124316692352e-04 3.177710823365487158e-05 8.569761514663696289e-01
1.745659828186035156e+00 5.563477799296379089e-02 -1.460027709960937500e+03 1.966047435998916626e-01 1.490506529808044434e+00 -3.522591552734375000e+02 4.560883389785885811e-04 3.167833710904233158e-05 8.571291565895080566e-01
1.744936585426330566e+00 5.640977621078491211e-02 -1.457335815429687500e+03 1.962806731462478638e-01 1.491171360015869141e+00 -3.531129455566406250e+02 4.551140009425580502e-04 3.299083618912845850e-05 8.577221632003784180e-01
1.744761228561401367e+00 5.806714668869972229e-02 -1.455256958007812500e+03 1.953403055667877197e-01 1.491980075836181641e+00 -3.526516723632812500e+02 4.548684810288250446e-04 3.343747812323272228e-05 8.581939935684204102e-01
1.742311000823974609e+00 5.814897269010543823e-02 -1.451167480468750000e+03 1.939995884895324707e-01 1.489817500114440918e+00 -3.512813110351562500e+02 4.529001307673752308e-04 3.321282565593719482e-05 8.591278791427612305e-01
1.740764141082763672e+00 5.822476744651794434e-02 -1.446292480468750000e+03 1.934320032596588135e-01 1.488867998123168945e+00 -3.496448974609375000e+02 4.515182517934590578e-04 3.359808761160820723e-05 8.602412343025207520e-01
1.739436388015747070e+00 5.602143332362174988e-02 -1.442637939453125000e+03 1.930334120988845825e-01 1.486741185188293457e+00 -3.502237548828125000e+02 4.502545343711972237e-04 3.343341086292639375e-05 8.610534667968750000e-01
1.739288210868835449e+00 5.679938942193984985e-02 -1.441781494140625000e+03 1.935742199420928955e-01 1.489700913429260254e+00 -3.517124328613281250e+02 4.499542701523751020e-04 3.464181645540520549e-05 8.612270951271057129e-01
1.738768815994262695e+00 5.390264838933944702e-02 -1.439771850585937500e+03 1.940812915563583374e-01 1.487259387969970703e+00 -3.511359252929687500e+02 4.497527843341231346e-04 3.279322845628485084e-05 8.616847991943359375e-01
1.740411877632141113e+00 5.493602901697158813e-02 -1.441569091796875000e+03 1.950574964284896851e-01 1.490799307823181152e+00 -3.525218505859375000e+02 4.508353013079613447e-04 3.444320827838964760e-05 8.612647056579589844e-01
1.739218592643737793e+00 5.461812764406204224e-02 -1.440004272460937500e+03 1.953444331884384155e-01 1.488126754760742188e+00 -3.510436401367187500e+02 4.502075898926705122e-04 3.300790558569133282e-05 8.616338372230529785e-01
1.736890912055969238e+00 5.651684105396270752e-02 -1.436095947265625000e+03 1.947916746139526367e-01 1.485829591751098633e+00 -3.497733459472656250e+02 4.484981182031333447e-04 3.287004074081778526e-05 8.625258803367614746e-01
1.735952615737915039e+00 5.366629362106323242e-02 -1.429650268554687500e+03 1.946561187505722046e-01 1.486051797866821289e+00 -3.483902893066406250e+02 4.476584726944565773e-04 3.147746610920876265e-05 8.639882802963256836e-01
1.733778953552246094e+00 5.221506208181381226e-02 -1.425559692382812500e+03 1.947154998779296875e-01 1.484426617622375488e+00 -3.451928100585937500e+02 4.463803779799491167e-04 3.106959775323048234e-05 8.649450540542602539e-01
1.733189463615417480e+00 5.075665563344955444e-02 -1.424777221679687500e+03 1.948031187057495117e-01 1.483034491539001465e+00 -3.428396301269531250e+02 4.462518263608217239e-04 3.005275902978610247e-05 8.651496767997741699e-01
1.734567165374755859e+00 5.229778215289115906e-02 -1.427250976562500000e+03 1.949879974126815796e-01 1.483057260513305664e+00 -3.420460205078125000e+02 4.467101243790239096e-04 2.943636354757472873e-05 8.646048307418823242e-01
